"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"4","4","Fire Sages","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","136","False","False","0.21"
"1","1","Fire Sages","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","136","False","False","0.28"
"1","1","Firebender Ascension","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","137","False","False","1.26"
"5","5","Firebending Lesson","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","138","False","False","0.19"
"1","1","Firebending Lesson","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","138","False","False","0.28"
"1","1","Firebending Student","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","139","False","False","0.52"
"1","1","Firebird, Blazing Ranger","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","50","False","False","1.67"
"1","1","Fire-Lit Thicket","fic","Near Mint","English","","","2026-09-10 00:13:02.787000","392","False","False","1.65"
"1","1","Firion, Wild Rose Warrior","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","137","False","False","0.39"
"6","6","First-Time Flyer","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","49","False","False","0.05"
"1","1","First-Time Flyer","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","49","False","False","0.07"
"1","1","Fisk Tower","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","265","False","False","0.11"
"1","1","Fists of Flame","mh1","Near Mint","English","","","2026-09-10 00:13:02.787000","123","False","False","0.26"
"1","1","Flamebraider","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","139","False","False","0.17"
"1","1","Flame-Chain Mauler","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","138","False","False","0.04"
"4","4","Flamekin Gildweaver","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","140","False","False","0.07"
"1","1","Flamerush Rider","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","216","False","False","0.25"
"3","3","Flaring Cinder","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","225","False","False","0.04"
"2","2","Flash Thompson, Spider-Fan","spm","Near Mint","English","","","2026-09-10 00:13:02.787000","7","False","False","0.22"
"5","5","Flexible Waterbender","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","50","False","False","0.09"
"3","3","Flickerwisp","2x2","Near Mint","English","foil","","2026-09-10 00:13:02.787000","339","False","False","1.67"
"1","1","Flickerwisp","2x2","Near Mint","English","","","2026-09-10 00:13:02.787000","339","False","False","1.15"
"1","1","Flitterwing Nuisance","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","48","False","False","0.38"
"2","2","Flock Impostor","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","16","False","False","0.24"
"1","1","Flooded Grove","tdc","Near Mint","English","","","2026-09-10 00:13:02.787000","364","False","False","0.33"
"3","3","Flopsie, Bumi's Buddy","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","179","False","False","0.25"
"1","1","Flourishing Defenses","ecc","Near Mint","English","","","2026-09-10 00:13:02.787000","107","False","False","2.74"
"1","1","Flow State","sos","Near Mint","English","","","2026-09-10 00:13:02.787000","49","False","False","4.87"
"1","1","Flying Octobot","msc","Near Mint","English","foil","","2026-09-10 00:13:02.787000","785","False","False","0.31"
"1","1","Flying Octobot","spm","Near Mint","English","","","2026-09-10 00:13:02.787000","31","False","False","0.18"
"2","2","Fog on the Barrow-Downs","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","16","False","False","0.13"
"2","2","Foggy Bottom Swamp","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","269","False","False","0.26"
"2","2","Foggy Bottom Swamp","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","269","False","False","0.23"
"4","4","Foggy Swamp Hunters","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","101","False","False","0.05"
"2","2","Foggy Swamp Spirit Keeper","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","222","False","False","0.27"
"2","2","Foggy Swamp Spirit Keeper","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","222","False","False","0.12"
"6","6","Foggy Swamp Vinebender","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","180","False","False","0.15"
"1","1","Foggy Swamp Visions","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","339","False","False","0.42"
"2","2","Foggy Swamp Visions","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","102","False","False","0.33"
"1","1","Folk Hero","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","305","False","False","2.18"
"1","1","Folk Hero","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","132","False","False","5.71"
"1","1","Follow the Lumarets","sos","Near Mint","English","","","2026-09-10 00:13:02.787000","148","False","False","0.09"
"1","1","Foot Chopper","tmc","Near Mint","English","","","2026-09-10 00:13:02.787000","17","False","False","0.32"
"3","3","Foraging Wickermaw","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","256","False","False","0.21"
"1","1","Foraging Wickermaw","ecl","Near Mint","English","foil","","2026-09-10 00:13:02.787000","256","False","False","0.10"
"2","2","Foray of Orcs","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","128","False","False","0.21"
"1","1","Foray of Orcs","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","417","False","False","0.18"
"4","4","Forecasting Fortune Teller","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","51","False","False","0.06"
"7","7","Forest","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","286","False","False","0.25"
"1","1","Forest","spm","Near Mint","English","","","2026-09-10 00:13:02.787000","193","False","False","0.31"
"1","1","Forest","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","307","False","False","0.37"
"2","2","Forest","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","291","False","False","0.47"
"1","1","Forest","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","306","False","False","0.26"
"1","1","Forest","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","306","False","False","0.34"
"1","1","Forest","fin","Near Mint","English","foil","","2026-09-10 00:13:02.787000","306","False","False","0.35"
"1","1","Forest","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","308","False","False","0.23"
"3","3","Forest","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","286","False","False","0.15"
"100","100","Forest","j25","Near Mint","English","","","2026-09-10 00:13:02.787000","93","False","False","0.23"
"6","6","Forest","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","273","False","False","0.09"
"1","1","Forest","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","307","False","False","0.22"
"6","6","Forest","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","286","False","False","0.12"
"3","3","Forest","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","291","False","False","0.32"
"1","1","Forest","tla","Near Mint","English","foil","","2026-09-10 00:13:02.787000","291","False","False","0.46"
"10","10","Forest","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","273","False","False","0.15"
"1","1","Forest","spm","Near Mint","English","","","2026-09-10 00:13:02.787000","198","False","False","0.28"
"4","4","Forest","tmt","Near Mint","English","","","2026-09-10 00:13:02.787000","319","False","False","0.18"
"2","2","Forest","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","281","False","False","0.87"
"7","7","Forest","sos","Near Mint","English","","","2026-09-10 00:13:02.787000","281","False","False","0.16"
"1","1","Forest","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","280","False","False","0.49"
"1","1","Forest","ltr","Near Mint","English","foil","","2026-09-10 00:13:02.787000","281","False","False","0.82"
"1","1","Forest","sos","Near Mint","English","","","2026-09-10 00:13:02.787000","271","False","False","0.44"
"1","1","Forest","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","271","False","False","0.17"
"1","1","Forest","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","283","False","False","0.31"
"1","1","Forest","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","278","False","False","0.30"
"1","1","Forest","ecl","Near Mint","English","foil","","2026-09-10 00:13:02.787000","273","False","False","0.23"
"1","1","Forest","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","270","False","False","0.17"
"1","1","Forest","ltr","Near Mint","English","foil","","2026-09-10 00:13:02.787000","271","False","False","0.27"
"1","1","Forest","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","198","False","False","0.40"
"4","4","Forest","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","193","False","False","0.13"
"1","1","Forest","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","193","False","False","0.19"
"1","1","Forest","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","198","False","False","0.29"
"2","2","Forest","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","295","False","False","0.21"
"1","1","Forest","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","285","False","False","0.26"
"1","1","Forest","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","286","False","False","0.26"
"1","1","Forest","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","296","False","False","0.20"
"1","1","Forest","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","286","False","False","0.28"
"3","3","Forest","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","285","False","False","0.28"
"1","1","Forest","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","295","False","False","0.26"
"3","3","Forest","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","198","False","False","0.41"
"1","1","Forest","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","193","False","False","0.22"
"1","1","Forgotten Ancient","moc","Near Mint","English","","","2026-09-10 00:13:02.787000","297","False","False","1.47"
"1","1","Forgotten Cave","m3c","Near Mint","English","","","2026-09-10 00:13:02.787000","343","False","False","0.29"
"1","1","Forth Eorlingas!","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","56","False","False","3.49"
"1","1","Fortified Village","fic","Near Mint","English","","","2026-09-10 00:13:02.787000","396","False","False","0.25"
"1","1","Forum of Amity","sos","Near Mint","English","","","2026-09-10 00:13:02.787000","256","False","False","0.14"
"1","1","Fountainport","blb","Near Mint","English","","","2026-09-10 00:13:02.787000","253","False","False","2.84"
"1","1","Fractal Harness","c21","Near Mint","English","","","2026-09-10 00:13:02.787000","61","False","False","1.42"
"2","2","Fractal Mascot","sos","Near Mint","English","","","2026-09-10 00:13:02.787000","189","False","False","0.07"
"1","1","Freya Crescent","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","138","False","False","0.21"
"2","2","Friendly Rivalry","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","204","False","False","0.17"
"1","1","Frodo Baggins","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","320","False","False","0.23"
"1","1","Frodo Baggins","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","205","False","False","0.17"
"1","1","Frodo, Sauron's Bane","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","18","False","False","0.25"
"1","1","Frodo, Sauron's Bane","ltr","Near Mint","English","foil","","2026-09-10 00:13:02.787000","448","False","False","0.38"
"1","1","Frodo, Sauron's Bane","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","304","False","False","0.33"
"1","1","From Father to Son","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","20","False","False","0.29"
"1","1","Front Porch Sentries","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","67","False","False","0.10"
"9","9","Front Porch Sentries","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","67","False","False","0.11"
"2","2","Front Porch Sentries","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","67","False","False","0.20"
"1","1","Frontier Warmonger","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","217","False","False","0.37"
"1","1","Frontline Heroism","j25","Near Mint","English","","","2026-09-10 00:13:02.787000","15","False","False","0.45"
"1","1","Frontline Medic","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","169","False","False","0.31"
"1","1","Frostboil Snarl","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","246","False","False","0.66"
"3","3","Frozen in Ice","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","54","False","False","0.12"
"1","1","Frozen in Ice","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","54","False","False","0.18"
"1","1","Fumigate","kld","Near Mint","English","foil","","2026-09-10 00:13:02.787000","15","False","False","2.40"
"1","1","Furious Rise","fic","Near Mint","English","","","2026-09-10 00:13:02.787000","294","False","False","0.16"
"1","1","Furycalm Snarl","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","313","False","False","0.25"
"1","1","Furycalm Snarl","fic","Near Mint","English","","","2026-09-10 00:13:02.787000","397","False","False","0.27"
"1","1","Furycalm Snarl","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","247","False","False","0.22"
"3","3","Futurist Forge","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","55","False","False","0.11"
"1","1","Futurist Forge","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","55","False","False","0.31"
"2","2","Gaelicat","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","22","False","False","0.07"
"1","1","Gaelicat","fin","Near Mint","English","foil","","2026-09-10 00:13:02.787000","22","False","False","0.15"
"1","1","Gaius van Baelsar","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","102","False","False","0.23"
"1","1","Galadhrim Bow","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","167","False","False","0.14"
"1","1","Galadhrim Guide","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","168","False","False","0.17"
"1","1","Galadriel of Lothlórien","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","206","False","False","0.30"
"4","4","Galion, Elvenking's Butler","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","125","False","False","0.11"
"1","1","Galion, Elvenking's Butler","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","125","False","False","0.27"
"1","1","Galion, Elvenking's Butler","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","125","False","False","0.28"
"1","1","Gallant Citizen","spm","Near Mint","English","foil","","2026-09-10 00:13:02.787000","129","False","False","0.22"
"4","4","Gallant Citizen","spm","Near Mint","English","","","2026-09-10 00:13:02.787000","129","False","False","0.09"
"1","1","Gallant Citizen","msc","Near Mint","English","foil","","2026-09-10 00:13:02.787000","820","False","False","0.16"
"2","2","Gallant Fowlknight","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","17","False","False","0.03"
"1","1","Galuf's Final Act","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","186","False","False","0.10"
"1","1","Game Over","tmc","Near Mint","English","","","2026-09-10 00:13:02.787000","18","False","False","0.39"
"1","1","Game Trail","fic","Near Mint","English","","","2026-09-10 00:13:02.787000","398","False","False","0.26"
"1","1","Gandalf the Grey","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","207","False","False","0.54"
"1","1","Gandalf, Friend of the Shire","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","308","False","False","0.22"
"1","1","Gandalf, Friend of the Shire","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","50","False","False","0.20"
"1","1","Gandalf, Goblins' Bane // Flameshape","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","96","False","False","8.39"
"1","1","Gandalf, Shadow's Foe","hoc","Near Mint","English","","","2026-09-10 00:13:02.787000","99","False","False","22.35"
"3","3","Gandalf, Spark Starter","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","97","False","False","0.17"
"1","1","Gandalf, Spark Starter","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","97","False","False","0.25"
"2","2","Gandalf, Spark Starter","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","203","False","False","0.35"
"1","1","Gandalf, Spark Starter","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","203","False","False","0.31"
"1","1","Gandalf, Wandering Wizard","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","41","False","False","0.28"
"8","8","Gandalf, Wandering Wizard","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","41","False","False","0.13"
"2","2","Gandalf, Wandering Wizard","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","41","False","False","0.12"
"1","1","Gandalf's Sanction","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","208","False","False","0.25"
"1","1","Gangly Stompling","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","226","False","False","0.21"
"1","1","Garnet, Princess of Alexandria","fin","Near Mint","English","foil","","2026-09-10 00:13:02.787000","222","False","False","0.36"
"1","1","Garnet, Princess of Alexandria","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","222","False","False","0.26"
"2","2","Gather the White Lotus","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","20","False","False","0.15"
"2","2","Gathering of Darkness","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","68","False","False","0.21"
"4","4","Gathering of Darkness","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","68","False","False","0.20"
"2","2","Gathering of Darkness","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","68","False","False","0.35"
"1","1","Gathering Stone","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","257","False","False","0.60"
"1","1","Gempalm Incinerator","dmr","Near Mint","English","","","2026-09-10 00:13:02.787000","122","False","False","0.17"
"1","1","General Kreat, the Boltbringer","j25","Near Mint","English","","","2026-09-10 00:13:02.787000","48","False","False","7.93"
"1","1","Generous Ent","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","169","False","False","1.41"
"1","1","Generous Gift","mh1","Near Mint","English","","","2026-09-10 00:13:02.787000","11","False","False","1.58"
"1","1","Get Lost","lci","Near Mint","English","","","2026-09-10 00:13:02.787000","14","False","False","4.65"
"1","1","Getaway Barrel","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","98","False","False","0.20"
"1","1","Getaway Barrel","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","98","False","False","0.31"
"5","5","Geyser Leaper","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","52","False","False","0.05"
"1","1","Ghalta, Primal Hunger","fdn","Near Mint","English","","","2026-09-10 00:13:02.787000","222","False","False","0.83"
"2","2","Ghost Quarter","mb2","Near Mint","English","","","2026-09-10 00:13:02.787000","109","False","False","0.83"
"2","2","Ghost Quarter","sld","Near Mint","English","foil","","2026-09-10 00:13:02.787000","468","False","False","7.09"
"4","4","Giada, Font of Hope","fdn","Near Mint","English","","","2026-09-10 00:13:02.787000","141","False","False","0.43"
"1","1","Giant Growth","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","167","False","False","0.24"
"3","3","Giant Growth","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","167","False","False","0.11"
"6","6","Giant Koi","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","53","False","False","0.09"
"1","1","Giantfall","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","141","False","False","0.19"
"1","1","Giant's Boulder","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","173","False","False","0.35"
"1","1","Giant's Boulder","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","173","False","False","0.39"
"8","8","Giant's Boulder","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","173","False","False","0.15"
"2","2","Giant's Boulder","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","173","False","False","0.24"
"3","3","Giant-Sized Flying Ant","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","56","False","False","0.06"
"1","1","Giant-Sized Flying Ant","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","56","False","False","0.19"
"1","1","Gift of Immortality","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","134","False","False","2.03"
"1","1","Gift of Strands","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","170","False","False","0.16"
"1","1","Gigantoad","fin","Near Mint","English","foil","","2026-09-10 00:13:02.787000","187","False","False","0.21"
"3","3","Gigantoad","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","187","False","False","0.15"
"1","1","Gilraen, Dúnedain Protector","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","13","False","False","0.39"
"2","2","Gilt-Leaf's Embrace","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","177","False","False","0.18"
"1","1","Gimli of the Glittering Caves","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","32","False","False","0.82"
"2","2","Gimli, Counter of Kills","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","129","False","False","0.20"
"1","1","Gimli, Counter of Kills","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","312","False","False","0.25"
"1","1","Gimli, Mournful Avenger","ltr","Near Mint","English","foil","","2026-09-10 00:13:02.787000","323","False","False","0.43"
"1","1","Gimli's Axe","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","130","False","False","0.20"
"1","1","Gimli's Fury","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","131","False","False","0.18"
"1","1","Giott, King of the Dwarves","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","223","False","False","0.05"
"1","1","Glacial Fortress","ltc","Near Mint","English","","","2026-09-10 00:13:02.787000","315","False","False","0.37"
"1","1","Glacial Fortress","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","248","False","False","0.94"
"1","1","Glamer Gifter","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","49","False","False","0.23"
"2","2","Glamermite","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","50","False","False","0.13"
"1","1","Gleaming Bastion","msh","Near Mint","English","foil","","2026-09-10 00:13:02.787000","382","False","False","3.70"
"1","1","Gleaming Splendor","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","15","False","False","54.35"
"5","5","Glider Kids","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","21","False","False","0.09"
"1","1","Glider Staff","tla","Near Mint","English","","","2026-09-10 00:13:02.787000","22","False","False","0.25"
"1","1","Glimpse of Nature","soa","Near Mint","English","","","2026-09-10 00:13:02.787000","53","False","False","1.16"
"1","1","Glimpse the Impossible","mh3","Near Mint","English","","","2026-09-10 00:13:02.787000","124","False","False","0.27"
"1","1","Glissa Sunslayer","ecc","Near Mint","English","","","2026-09-10 00:13:02.787000","122","False","False","0.46"
"1","1","Glittering Massif","msc","Near Mint","English","","","2026-09-10 00:13:02.787000","249","False","False","1.01"
"1","1","Glóin the Mighty // Easy Pickings","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","99","False","False","0.32"
"2","2","Glóin the Mighty // Easy Pickings","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","99","False","False","0.22"
"1","1","Glóin the Mighty // Easy Pickings","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","227","False","False","0.38"
"1","1","Glóin the Mighty // Easy Pickings","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","227","False","False","0.28"
"1","1","Glóin, Dwarf Emissary","ltr","Near Mint","English","foil","","2026-09-10 00:13:02.787000","132","False","False","0.77"
"2","2","Glorfindel, Dauntless Rescuer","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","171","False","False","0.15"
"1","1","Glorious Gale","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","51","False","False","0.27"
"3","3","Gnashing of Teeth","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","69","False","False","0.17"
"1","1","Gnashing of Teeth","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","69","False","False","0.12"
"1","1","Gnashing of Teeth","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","69","False","False","0.26"
"3","3","Go Nuts!","msh","Near Mint","English","","","2026-09-10 00:13:02.787000","168","False","False","0.13"
"1","1","Goblin Bombardment","mh2","Near Mint","English","","","2026-09-10 00:13:02.787000","279","False","False","4.76"
"1","1","Goblin Burrows","evg","Near Mint","English","","","2026-09-10 00:13:02.787000","58","False","False","0.74"
"1","1","Goblin Bushwhacker","zen","Near Mint","English","","","2026-09-10 00:13:02.787000","125","False","False","1.80"
"1","1","Goblin Chieftain","sld","Near Mint","English","","","2026-09-10 00:13:02.787000","2424","False","False",""
"1","1","Goblin Dark-Dwellers","j25","Near Mint","English","","","2026-09-10 00:13:02.787000","556","False","False","0.29"
"1","1","Goblin Fireleaper","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","133","False","False","0.17"
"1","1","Goblin Glasswright // Craft with Pride","sos","Near Mint","English","","","2026-09-10 00:13:02.787000","117","False","False","0.09"
"1","1","Goblin Lackey","sld","Near Mint","English","","","2026-09-10 00:13:02.787000","2425","False","False",""
"1","1","Goblin Matron","dmr","Near Mint","English","","","2026-09-10 00:13:02.787000","123","False","False","0.29"
"1","1","Goblin Negotiation","fdn","Near Mint","English","","","2026-09-10 00:13:02.787000","88","False","False","0.22"
"2","2","Goblin Plate Mail","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","157","False","False","0.12"
"8","8","Goblin Plate Mail","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","157","False","False","0.16"
"1","1","Goblin Plate Mail","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","157","False","False","0.22"
"1","1","Goblin Trashmaster","m19","Near Mint","English","","","2026-09-10 00:13:02.787000","144","False","False","10.27"
"1","1","Goblin Warchief","j22","Near Mint","English","","","2026-09-10 00:13:02.787000","548","False","False","1.70"
"2","2","Goblin-town","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","183","False","False","0.26"
"6","6","Goblin-town","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","183","False","False","0.21"
"9","9","Goblin-town Flunkies","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","100","False","False","0.18"
"1","1","Goblin-town Flunkies","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","100","False","False","0.28"
"1","1","Gohn, Town of Ruin","fin","Near Mint","English","foil","","2026-09-10 00:13:02.787000","278","False","False","0.19"
"1","1","Gohn, Town of Ruin","fin","Near Mint","English","","","2026-09-10 00:13:02.787000","278","False","False","0.17"
"1","1","Goldmeadow Nomad","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","18","False","False","0.12"
"1","1","Goldvein Hydra","otj","Near Mint","English","","","2026-09-10 00:13:02.787000","167","False","False","8.14"
"1","1","Golgari Rot Farm","ecc","Near Mint","English","","","2026-09-10 00:13:02.787000","151","False","False","0.31"
"1","1","Goliath Daydreamer","ecl","Near Mint","English","","","2026-09-10 00:13:02.787000","143","False","False","0.32"
"1","1","Gollum the Abandoned","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","72","False","False","0.30"
"4","4","Gollum the Abandoned","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","72","False","False","0.16"
"1","1","Gollum the Abandoned","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","72","False","False","0.15"
"2","2","Gollum, Patient Plotter","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","84","False","False","0.24"
"1","1","Gollum, Patient Plotter","ltr","Near Mint","English","","","2026-09-10 00:13:02.787000","309","False","False","0.22"
"2","2","Gollum, Riddle Master","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","70","False","False","2.58"
"1","1","Gollum, Silent Slinker // Meager Meal","hob","Near Mint","English","foil","","2026-09-10 00:13:02.787000","71","False","False","0.18"
"7","7","Gollum, Silent Slinker // Meager Meal","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","71","False","False","0.15"
"2","2","Gollum, Silent Slinker // Meager Meal","hob","Near Mint","English","","","2026-09-10 00:13:02.787000","71","False","False","0.09"
